comment_id,comment_eid,comment_mid,comment_date,comment_text,comment_append_edit,comment_edit_time,comment_edit_name,comment_ip_address,comment_author
137,252,9668,2017-09-25T16:09:15Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""136"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506296622"" data-ipsquote-userid=""14542"" data-ipsquote-username=""Xavier Renegade Nazbol"">
	<div class=""ipsQuote_citation"">
		16 hours ago, Xavier Renegade Nazbol said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			I can't believe you niggers like some bitch racemixer
		</p>

		<p>
			How can you call yourself a national socialist and support some wannabe pajeet?
		</p>
	</div>
</blockquote>

<p>
	Be careful, some people on this forum might find that offensive
</p>
",FALSE,0,,172.103.195.66,Николајевић
138,252,14407,2017-09-25T16:17:30Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""136"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506296622"" data-ipsquote-userid=""14542"" data-ipsquote-username=""Xavier Renegade Nazbol"">
	<div class=""ipsQuote_citation"">
		16 hours ago, Xavier Renegade Nazbol said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			I can't believe you niggers like some bitch racemixer
		</p>

		<p>
			How can you call yourself a national socialist and support some wannabe pajeet?
		</p>
	</div>
</blockquote>

<p>
	Is this supposed be a fucking joke? She wed a Indian sympathizer to protect herself from deportation or interment retard. fix your shit attitude and learn brother or you'll be ash when Kalki comes.
</p>
",TRUE,1506356307,Cultor,50.205.217.204,Cultor
139,252,14201,2017-09-25T19:42:06Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""138"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506356250"" data-ipsquote-userid=""14407"" data-ipsquote-username=""Cultor"">
	<div class=""ipsQuote_citation"">
		3 hours ago, Cultor said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			Is this supposed be a fucking joke? She wed a Indian sympathizer to protect herself from deportation or interment retard. fix your shit attitude and learn brother or you'll be ash when Kalki comes.
		</p>
	</div>
</blockquote>

<p>
	Okay is it cool if I steal beat off to info Aryan porn then because they're technically white 
</p>
",FALSE,0,,204.154.223.70,Vex
140,252,13141,2017-09-25T19:48:06Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""138"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506356250"" data-ipsquote-userid=""14407"" data-ipsquote-username=""Cultor"">
	<div class=""ipsQuote_citation"">
		3 hours ago, Cultor said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			Is this supposed be a fucking joke? She wed a Indian sympathizer to protect herself from deportation or interment retard. fix your shit attitude and learn brother or you'll be ash when Kalki comes.
		</p>
	</div>
</blockquote>

<p>
	t. cuck 
</p>
",FALSE,0,,62.44.135.97,One God. One Law.
141,252,14407,2017-09-25T19:55:56Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""140"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506368886"" data-ipsquote-userid=""13141"" data-ipsquote-username=""One God. One Law."">
	<div class=""ipsQuote_citation"">
		Just now, One God. One Law. said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			t. cuck 
		</p>
	</div>
</blockquote>

<p>
	t. jewlover    remember to love thy enemies goy, or else yeshua won't come inside you
</p>
",TRUE,1506369772,Cultor,50.205.217.204,Cultor
142,252,14542,2017-09-25T20:32:29Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""141"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506369356"" data-ipsquote-userid=""14407"" data-ipsquote-username=""Cultor"">
	<div class=""ipsQuote_citation"">
		19 minutes ago, Cultor said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			t. jewlover    remember to love thy enemies goy, or else yeshua won't come inside you
		</p>
	</div>
</blockquote>

<p>
	t. wannabe shitskin
</p>
",FALSE,0,,98.223.231.228,Xavier Renegade Nazbol
143,251,6113,2017-09-25T20:54:44Z,"
<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""270"" src=""https://www.youtube.com/embed/htDZSdp7HHA?feature=oembed"" width=""480""></iframe>
	</div>
</div>

<p>
	 
</p>
",FALSE,0,,72.45.212.90,Aquila
144,252,14407,2017-09-25T21:47:15Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""142"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506371549"" data-ipsquote-userid=""14542"" data-ipsquote-username=""Xavier Renegade Nazbol"">
	<div class=""ipsQuote_citation"">
		51 minutes ago, Xavier Renegade Nazbol said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			t. wannabe shitskin
		</p>
	</div>
</blockquote>

<p>
	If you shitposters ever picked up a book, you'd know that modern shitskin indians are descended from Dravidians, and are not at all white. I know you'll respond to this with some quip or some shit, so I'm going to leave it here.
</p>
",FALSE,0,,108.4.76.240,Cultor
145,252,13771,2017-09-25T22:19:31Z,"
<p>
	Ironic shitposting or not, EH or not, you gotta have some respect for Savitri Devi at the end of the day.
</p>

<p>
	Moving the event along:
</p>

<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""270"" src=""https://www.youtube.com/embed/KW-mg9WjZNQ?feature=oembed"" width=""480""></iframe>
	</div>
</div>

<p>
	 
</p>

<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""344"" src=""https://www.youtube.com/embed/6jBn7BowUy8?feature=oembed"" width=""459""></iframe>
	</div>
</div>

<p>
	 
</p>
",FALSE,0,,50.127.43.40,BloodEagle
146,252,14542,2017-09-25T23:06:27Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""144"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506376035"" data-ipsquote-userid=""14407"" data-ipsquote-username=""Cultor"">
	<div class=""ipsQuote_citation"">
		1 hour ago, Cultor said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			If you shitposters ever picked up a book, you'd know that modern shitskin indians are descended from Dravidians, and are not at all white. I know you'll respond to this with some quip or some shit, so I'm going to leave it here.
		</p>
	</div>
</blockquote>

<p>
	Oh so you worship a racemixer religion then huh
</p>

<p>
	That explains Alba I guess
</p>
",FALSE,0,,98.223.231.228,Xavier Renegade Nazbol
147,252,14201,2017-09-25T23:11:44Z,"
<p>
	Xavier in this thread 
</p>

<p>
	<img alt=""quOl7mY.jpg"" class=""ipsImage"" height=""441"" src=""https://i.imgur.com/quOl7mY.jpg"" width=""1000"" /></p>

<p>
	 
</p>
",FALSE,0,,204.154.223.70,Vex
148,252,13167,2017-09-25T23:17:18Z,"<p>
	This place is turning into a warzone.
</p>",FALSE,0,,2600:1007:b001:c1ee:920:d875:39af:38f9,Schwarzmarsch
149,252,14434,2017-09-26T05:33:29Z,"<p>
	This shit is really immature and stupid.
</p>",FALSE,0,,220.244.143.68,Bogtic
150,252,13307,2017-09-28T20:39:34Z,"
<p>
	Way to go children, good job on turning a celebratory post about someone who has done more than any of you retards into a little bitch-fit, shit flinging contest.
</p>

<p>
	gg
</p>
",FALSE,0,,24.80.47.200,Blood and Adventure
151,252,9303,2017-09-29T06:18:49Z,"
<p>
	Vedic Tradition is Aryan. It was the native faith of the Aryans who conquested the Dravidians. It is parallel to Indo-European religions.
</p>

<p>
	 
</p>
",FALSE,0,,50.92.71.54,Cannon
152,252,14452,2017-09-29T16:52:06Z,"<p>
	Thanks for shitposting like children lads, good job ruining a perfectly fine post
</p>",FALSE,0,,2600:1:d612:469d:14c6:6a25:3bb1:60fb,Pádraig
153,252,14407,2017-09-29T19:45:26Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""152"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506703926"" data-ipsquote-userid=""14452"" data-ipsquote-username=""Pádraig"">
	<div class=""ipsQuote_citation"">
		2 hours ago, Pádraig said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			Thanks for shitposting like children lads, good job ruining a perfectly fine post
		</p>
	</div>
</blockquote>

<p>
	don't fan the flames man, your inviting more conflict by saying that. we're all good now.
</p>
",FALSE,0,,50.205.217.208,Cultor
154,252,6237,2017-09-29T22:29:54Z,"
<p>
	Happy Birthday!
</p>

<p>
	<img alt=""E3A623AA-8396-4889-B095-A3BF43BB83AE_zps"" class=""ipsImage"" height=""750"" src=""http://i1383.photobucket.com/albums/ah307/gtkrwn/E3A623AA-8396-4889-B095-A3BF43BB83AE_zpsbpxuekg1.jpg"" width=""562"" /></p>
",FALSE,0,,1.127.49.79,Sandgroper
155,252,14542,2017-09-30T19:58:22Z,"
<p>
	More like Priestess of the BBC
</p>

<p>
	Ammiright fellas?
</p>
",FALSE,0,,98.223.231.228,Marquis de Sade
156,223,13488,2017-10-02T03:00:30Z,"<p>
	Anauê!
</p>",FALSE,0,,179.218.175.153,DDK
157,223,14434,2017-10-02T09:43:23Z,"<p>
	I don't know much about these guys, maybe on their anniversary would be a good day to start reading up.
</p>",FALSE,0,,14.202.209.176,Bog
158,252,9256,2017-10-03T08:33:44Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""155"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1506801502"" data-ipsquote-userid=""14542"" data-ipsquote-username=""Marquis de Sade"">
	<div class=""ipsQuote_citation"">
		On 9/30/2017 at 0:58 PM, Marquis de Sade said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			More like Priestess of the BBC
		</p>

		<p>
			Ammiright fellas?
		</p>
	</div>
</blockquote>

<p>
	&gt;named after a hedonist degenerate
</p>

<p>
	 
</p>

<p>
	&gt;likes to talk about black dudes dicks in a thread about a natsoc philosopher
</p>

<p>
	 
</p>

<p>
	Hmmm
</p>
",FALSE,0,,68.118.48.162,lastwhitecalifornian
159,252,14542,2017-10-03T11:12:08Z,"
<blockquote class=""ipsQuote"" data-ipsquote="""" data-ipsquote-contentapp=""calendar"" data-ipsquote-contentclass=""calendar_Event"" data-ipsquote-contentcommentid=""158"" data-ipsquote-contentid=""252"" data-ipsquote-contenttype=""calendar"" data-ipsquote-timestamp=""1507019624"" data-ipsquote-userid=""9256"" data-ipsquote-username=""lastwhitecalifornian"">
	<div class=""ipsQuote_citation"">
		2 hours ago, lastwhitecalifornian said:
	</div>

	<div class=""ipsQuote_contents"">
		<p>
			&gt;named after a hedonist degenerate
		</p>

		<p>
			 
		</p>

		<p>
			&gt;likes to talk about black dudes dicks in a thread about a natsoc philosopher
		</p>

		<p>
			 
		</p>

		<p>
			Hmmm
		</p>
	</div>
</blockquote>

<p>
	Nice buzzwords faggot
</p>

<p>
	Get woke
</p>

<p>
	<a href=""https://archive.org/details/MetaphysicsOfSexJuliusEvola"" rel=""external nofollow"">https://archive.org/details/MetaphysicsOfSexJuliusEvola</a>
</p>
",FALSE,0,,98.223.231.228,Marquis de Sade
160,248,13167,2017-10-05T01:04:00Z,"
<p>
	Happy birthday to one of the great martyrs of National Socialism!
</p>

<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""344"" src=""https://www.youtube.com/embed/2xEKjSQ5-PI?feature=oembed"" width=""459""></iframe>
	</div>
</div>

<p>
	88!<img alt="":reich:"" data-emoticon="""" src=""<fileStore.core_Emoticons>/emoticons/reich.png"" title="":reich:"" /></p>
",FALSE,0,,68.48.11.70,Schwarzmarsch
161,223,13488,2017-10-07T18:08:04Z,"<p>
	<strong>Anauê! 85 YEARS OF THE FIRST AND ONLY ONE BRAZILIAN IDEOLOGY!</strong>
</p>",FALSE,0,,179.218.175.153,DDK
162,248,14404,2017-10-08T07:12:19Z,"
<p align=""left"" style=""text-align:left;"">
	On October 9th, 2017, it will have been 110 years since the birth of Horst Wessel, the greatest martyr of the National Socialist movement. I hope that all the youth of the world will one day praise that young boy for the life he had given, never once backing down from his convictions, only ever escalating the efforts he put forth so that Germany may flourish under the banners of the swastika. Navigating the political anarchy of the time, Wessel found himself in a number of different bands of men who had right wing convictions but it was the Sturmabteilung that would steal his heart and the communists that would steal him away from us. In doing so the red scum gave the National Socialists of Germany a means to awaken the spirit of the volk. They had brutally stolen away the life of a son, a young man at the age of 22 Horst Wessel lay bleeding at the front door of his own apartment. The blood of the greatest martyr was not spilled in vain though, his radical actions and mindset had brought him far in life and in death, as so often is the case, the boy became a legend.
</p>

<p align=""left"" style=""text-align:left;"">
	Goebbels made certain that the legacy of the young Wessel would not be forgotten and he and his comrades of the National Socialist movement paid tribute to Wessel with a large burial procession, documented and used as an inspirational piece of propaganda to awaken the anger of the people and commit the idea of ultimate sacrifice into the minds of Wessel’s still living brothers in brown.
</p>

<p align=""left"" style=""text-align:left;"">
	Of course, one could ramble on about the many things Wessel achieved in his short life, but I believe it is more important to pose a question. Where will you be at the age of 22? Will you be so feared by your opposition that they feel it necessary to resort to physical violence? Will you be so radical as to march alongside your brothers against all odds, looking death in the eye without blinking? Are you, today, willing to pay the ultimate price for the freedom of your people? Freedom from this JEWISH TYRANNY?
</p>

<p align=""left"" style=""text-align:left;"">
	If you answered yes to all of the above you carry the spirit of Wessel in you, as all young Fascist MUST in these trying times. The Kali Yuga is around you, strengthen yourself and use the martyr’s death as a guiding light so that you may heal the world in the cleansing fires of Fascism. Perhaps one day it will be YOUR name which strikes fear into the enemy. YOUR name which will be remembered by your comrades. YOUR name which will inspire a new generation of dedicated youthful men seeking to take back what is rightfully theirs.
</p>

<p align=""left"" style=""text-align:left;"">
	<img alt="":windmill:"" data-emoticon="""" src=""<fileStore.core_Emoticons>/emoticons/windmill.png"" title="":windmill:"" /><em> Hail Wessel! You will NEVER be forgotten! </em><img alt="":windmill:"" data-emoticon="""" src=""<fileStore.core_Emoticons>/emoticons/windmill.png"" title="":windmill:"" /></p>
",TRUE,1507446870,Virgil,51.15.53.83,Virgil
163,248,13307,2017-10-09T07:17:46Z,"
<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""270"" src=""https://www.youtube.com/embed/ILe0bxH0FVo?feature=oembed"" width=""480""></iframe>
	</div>
</div>

<p>
	 
</p>
",FALSE,0,,24.80.47.200,Blood and Adventure
164,72,9240,2017-10-19T10:30:57Z,"<p>
	Though small, we will be thankful for his contribution in the Civil War
</p>",FALSE,0,,188.114.110.47,José Churruca
166,73,13424,2017-10-19T23:21:52Z,"<p>
	WHOEVER SO CALLED CHRISTIAN
</p>",FALSE,0,,162.158.111.50,Tuna
167,253,14542,2017-10-22T16:11:25Z,"<p>
	Rip in peace my nigga Devi
</p>",FALSE,0,,108.162.216.233,Marquis de Sade
168,253,14564,2017-10-22T19:02:35Z,"<p>
	Heil to the Daughter of the Sun!  Maybe we one day rule this world or purge it in nuclear fire! 
</p>",FALSE,0,,172.68.62.65,Hellenic Nationalist
169,76,13488,2017-10-29T02:03:15Z,"<p>
	<strong>MVSSOLINI HA SIEMPRE RACIONE! A NOI!</strong>
</p>",FALSE,0,,172.68.25.185,DDK
170,75,14542,2017-10-29T13:51:42Z,"
<p>
	<img alt=""original.jpg?w=800&amp;h"" class=""ipsImage"" height=""750"" src=""https://a.disquscdn.com/uploads/mediaembed/images/2133/2428/original.jpg?w=800&amp;h"" width=""649"" /></p>

<p>
	Rest in peace sweet prince
</p>
",FALSE,0,,108.162.216.233,Marquis de Sade
171,75,14486,2017-10-30T00:00:07Z,"
<p>
	Rest in peace.
</p>

<p>
	One of the last good men of the past.
</p>

<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""270"" src=""https://www.youtube.com/embed/u_LHwKxcOIM?feature=oembed"" width=""480""></iframe>
	</div>
</div>

<p>
	Got Mitt Uns.
</p>
",FALSE,0,,172.68.78.29,WhiteTemplar
172,225,14434,2017-11-10T08:40:01Z,"<p>
	Will there be a huge march this year again? Any of you Poles going?
</p>",FALSE,0,,172.68.253.132,Bog
173,269,14268,2017-11-10T17:06:08Z,"<p>
	Massively underrated hero and writer/poet. <a href=""http://laraj.ca/AGwiki/uploads/Fascism/IronmarchEditions/Kurt%20Eggers%20-%20SS%20Warrior-Poet%20Collection.pdf"" rel=""external nofollow"">Read his books!</a>
</p>",FALSE,0,,162.158.89.122,Deimos
174,225,14419,2017-11-10T18:50:38Z,"<p>
	There are marches every year. With the exception of Falanga, none of the groups present are fascist. They mainly consist of nationalists who are either too scared to be openly fascist or believe PRL propaganda about German Occupation. Some of them even invited Spencer. Regardless, there are plenty of fascists in those groups who just don't know it yet because they've been taught about supposed German brutality as soon as they could read so they see Fascism as an exclusively German ""ideology.""
</p>",FALSE,0,,108.162.245.5,Stańczyk
175,88,14542,2017-11-11T16:24:14Z,"<p>
	On the 11th of November an independent state
</p>",FALSE,0,,108.162.216.233,James Holmes
176,88,14419,2017-11-11T20:41:41Z,"<p>
	This was much against the wishes, of (((CERTAIN GOVERNMENTS))),
</p>",FALSE,0,,162.158.69.134,Stańczyk
